order_id,order_date,customer_id,segment,region,state,category,sub_category,sales,quantity,discount,profit,profit_margin,calculated_cost_basis
CA-2025-102435,2025-09-28,CS-1029,Consumer,South,Tamil Nadu,Office Supplies,Fasteners,156.32,6,0.1,31.51,20.15736949846469,124.80999999999999
CA-2025-102436,2024-06-15,CS-1361,Corporate,North,Haryana,Technology,Copiers,175.19,1,0.0,20.03,11.433300987499287,155.16
CA-2025-102437,2026-01-22,CS-1308,Consumer,West,Goa,Office Supplies,Art,754.19,5,0.1,43.92,5.823466235298797,710.2700000000001
CA-2025-102438,2025-04-03,CS-1371,Corporate,West,Gujarat,Furniture,Furnishings,1150.04,4,0.0,183.85,15.986400473027027,966.1899999999999
CA-2025-102439,2024-10-06,CS-1430,Home Office,West,Maharashtra,Office Supplies,Fasteners,2306.36,6,0.0,119.5,5.181324684784682,2186.86
CA-2025-102440,2025-11-30,CS-1162,Home Office,East,Odisha,Furniture,Chairs,2903.36,9,0.1,615.16,21.18786509423564,2288.2000000000003
CA-2025-102441,2024-10-28,CS-1357,Corporate,North,UP,Office Supplies,Fasteners,1745.04,4,0.0,292.48,16.760647320405266,1452.56
CA-2025-102442,2025-06-14,CS-1340,Consumer,East,Jharkhand,Furniture,Furnishings,65.91,2,0.0,11.45,17.372174176907905,54.459999999999994
CA-2025-102443,2025-08-02,CS-1061,Home Office,West,Goa,Office Supplies,Paper,1225.81,8,0.5,76.1,6.208139923805484,1149.71
CA-2025-102444,2024-08-05,CS-1125,Home Office,East,Odisha,Office Supplies,Binders,82.09,1,0.2,13.72,16.713363381654283,68.37
CA-2025-102445,2024-04-11,CS-1456,Home Office,West,Gujarat,Technology,Accessories,2919.26,6,0.0,250.9,8.59464384809849,2668.36
CA-2025-102446,2025-07-07,CS-1071,Consumer,West,Gujarat,Office Supplies,Paper,841.86,4,0.0,109.88,13.052051409973153,731.98
CA-2025-102447,2024-10-14,CS-1326,Home Office,East,West Bengal,Technology,Phones,1704.72,6,0.1,194.06,11.383687643718616,1510.66
CA-2025-102448,2024-06-15,CS-1395,Consumer,West,Rajasthan,Furniture,Furnishings,546.83,3,0.0,54.28,9.926302507177732,492.55000000000007
CA-2025-102449,2025-09-12,CS-1364,Consumer,East,Odisha,Office Supplies,Paper,1060.98,9,0.0,147.92,13.941827367151122,913.0600000000001
CA-2025-102450,2024-02-05,CS-1466,Consumer,South,Karnataka,Office Supplies,Paper,520.59,3,0.5,105.36,20.23857546245606,415.23
CA-2025-102451,2026-01-13,CS-1243,Consumer,East,Jharkhand,Technology,Accessories,1410.71,3,0.0,136.34,9.664636955859105,1274.3700000000001
CA-2025-102452,2026-01-10,CS-1490,Corporate,South,Tamil Nadu,Office Supplies,Art,195.73,5,0.0,29.77,15.209727686098198,165.95999999999998
CA-2025-102453,2024-12-18,CS-1249,Home Office,South,Tamil Nadu,Office Supplies,Art,2900.57,7,0.0,351.93,12.133132453276424,2548.6400000000003
CA-2025-102454,2025-11-06,CS-1221,Corporate,East,Odisha,Furniture,Chairs,1064.28,6,0.0,192.46,18.08358702597061,871.8199999999999
CA-2025-102455,2024-03-13,CS-1473,Corporate,North,Delhi,Furniture,Furnishings,484.77,7,0.0,79.22,16.34177032407121,405.54999999999995
CA-2025-102456,2025-10-09,CS-1447,Corporate,North,Punjab,Office Supplies,Binders,3235.54,9,0.0,582.44,18.00132280855746,2653.1
CA-2025-102457,2024-12-18,CS-1021,Corporate,East,Odisha,Technology,Accessories,151.23,3,0.0,37.27,24.64458110163328,113.95999999999998
CA-2025-102458,2024-03-10,CS-1494,Consumer,East,Bihar,Furniture,Tables,916.48,5,0.5,138.75,15.13944657821229,777.73
CA-2025-102459,2025-02-28,CS-1387,Home Office,West,Maharashtra,Furniture,Chairs,1117.7,5,0.0,78.86,7.055560526080343,1038.8400000000001
CA-2025-102460,2025-12-08,CS-1082,Corporate,West,Rajasthan,Furniture,Chairs,272.16,3,0.0,16.05,5.897266313932981,256.11
CA-2025-102461,2026-02-19,CS-1344,Corporate,East,Bihar,Furniture,Tables,626.57,9,0.2,37.64,6.007309638188869,588.9300000000001
CA-2025-102462,2025-07-14,CS-1367,Corporate,North,Haryana,Technology,Accessories,3389.57,9,0.0,408.22,12.043415536483979,2981.3500000000004
CA-2025-102463,2025-10-03,CS-1486,Home Office,West,Rajasthan,Technology,Copiers,2245.62,6,0.1,437.73,19.49261228524862,1807.8899999999999
CA-2025-102464,2025-05-31,CS-1010,Consumer,West,Goa,Office Supplies,Art,1729.78,5,0.0,377.13,21.80219449872238,1352.65
CA-2025-102465,2025-03-03,CS-1411,Consumer,North,Punjab,Furniture,Furnishings,1452.86,4,0.0,245.26,16.88118607436367,1207.6
CA-2025-102466,2025-06-22,CS-1012,Corporate,East,Bihar,Technology,Copiers,1702.36,4,0.0,248.54,14.59973213656336,1453.82
CA-2025-102467,2024-06-08,CS-1263,Consumer,North,Delhi,Furniture,Tables,1099.96,5,0.0,241.25,21.932615731481146,858.71
CA-2025-102468,2024-05-28,CS-1145,Home Office,South,Tamil Nadu,Office Supplies,Art,147.46,2,0.2,9.05,6.137257561372576,138.41
CA-2025-102469,2026-02-14,CS-1449,Consumer,West,Rajasthan,Technology,Accessories,1558.9,8,0.0,178.83,11.471550452241965,1380.0700000000002
CA-2025-102470,2024-08-17,CS-1192,Consumer,West,Rajasthan,Office Supplies,Binders,1714.48,7,0.5,105.4,6.1476366011852,1609.08
CA-2025-102471,2025-12-12,CS-1250,Home Office,West,Maharashtra,Furniture,Chairs,1286.65,7,0.2,303.93,23.621808572649904,982.72
CA-2025-102472,2025-07-15,CS-1114,Consumer,North,UP,Furniture,Furnishings,231.35,1,0.5,15.69,6.781932137454073,215.66
CA-2025-102473,2024-03-07,CS-1026,Corporate,North,Delhi,Technology,Accessories,2834.72,8,0.0,685.75,24.191101766664787,2148.97
CA-2025-102474,2025-01-15,CS-1271,Consumer,East,Jharkhand,Furniture,Chairs,334.35,1,0.1,65.59,19.61716763870196,268.76
CA-2025-102475,2024-02-27,CS-1499,Consumer,West,Goa,Office Supplies,Paper,464.42,9,0.5,69.16,14.891692864217731,395.26
CA-2025-102476,2024-09-15,CS-1033,Corporate,South,Kerala,Technology,Accessories,1029.66,6,0.1,115.86,11.252258026921508,913.8000000000001
CA-2025-102477,2024-12-07,CS-1062,Consumer,East,Bihar,Technology,Accessories,2950.95,8,0.0,464.53,15.741710296684118,2486.42
CA-2025-102478,2024-05-09,CS-1229,Home Office,North,Haryana,Office Supplies,Art,331.23,1,0.0,59.14,17.85466292304441,272.09000000000003
CA-2025-102479,2025-12-27,CS-1303,Corporate,South,Kerala,Furniture,Furnishings,2336.46,6,0.1,341.73,14.625972625253588,1994.73
CA-2025-102480,2024-06-20,CS-1095,Consumer,East,Jharkhand,Office Supplies,Fasteners,101.61,1,0.1,23.73,23.35400059049306,77.88
CA-2025-102481,2026-02-08,CS-1035,Corporate,North,Haryana,Furniture,Tables,1130.01,3,0.0,87.98,7.785771807329139,1042.03
CA-2025-102482,2025-09-05,CS-1193,Corporate,South,Kerala,Furniture,Tables,46.92,2,0.2,-6.5,-13.853367433930094,53.42
CA-2025-102483,2024-07-27,CS-1456,Consumer,East,Bihar,Technology,Phones,282.42,2,0.1,58.15,20.589901565044965,224.27
CA-2025-102484,2024-12-19,CS-1076,Consumer,South,Kerala,Furniture,Chairs,1275.77,4,0.0,206.86,16.214521426275898,1068.9099999999999
CA-2025-102485,2025-04-15,CS-1379,Consumer,North,Haryana,Furniture,Chairs,3431.55,7,0.0,450.28,13.121767131471199,2981.2700000000004
CA-2025-102486,2026-03-08,CS-1249,Corporate,East,West Bengal,Office Supplies,Paper,1484.38,3,0.0,317.79,21.408938411996928,1166.5900000000001
CA-2025-102487,2024-04-25,CS-1083,Corporate,North,UP,Office Supplies,Paper,1576.28,7,0.0,374.86,23.781307889461264,1201.42
CA-2025-102488,2024-09-20,CS-1025,Corporate,West,Goa,Technology,Copiers,3462.22,9,0.0,536.45,15.494393770470971,2925.7699999999995
CA-2025-102489,2025-10-23,CS-1057,Corporate,West,Maharashtra,Technology,Phones,608.49,4,0.5,99.62,16.371674144193,508.87
CA-2025-102490,2025-03-17,CS-1032,Corporate,South,Tamil Nadu,Office Supplies,Fasteners,2502.2,7,0.0,152.63,6.099832147710015,2349.5699999999997
CA-2025-102491,2025-07-01,CS-1319,Corporate,West,Goa,Office Supplies,Binders,331.79,1,0.1,49.67,14.97031254709304,282.12
CA-2025-102492,2025-03-28,CS-1012,Corporate,North,Punjab,Office Supplies,Fasteners,500.73,2,0.1,27.01,5.394124578115951,473.72
CA-2025-102493,2025-04-21,CS-1319,Consumer,South,Karnataka,Furniture,Furnishings,3270.64,8,0.0,429.04,13.117921874617814,2841.6
CA-2025-102494,2024-10-13,CS-1333,Home Office,East,Jharkhand,Office Supplies,Paper,889.21,3,0.0,216.32,24.32721179473915,672.8900000000001
CA-2025-102495,2024-10-29,CS-1092,Corporate,North,Punjab,Office Supplies,Paper,266.86,5,0.1,54.04,20.25031851907367,212.82000000000002
CA-2025-102496,2024-11-06,CS-1001,Home Office,East,Jharkhand,Furniture,Chairs,3166.14,8,0.2,623.36,19.688327111245872,2542.7799999999997
CA-2025-102497,2024-07-26,CS-1435,Corporate,East,Jharkhand,Furniture,Tables,635.55,5,0.2,131.54,20.697034064983086,504.01
CA-2025-102498,2025-09-09,CS-1326,Consumer,East,Bihar,Office Supplies,Paper,434.21,1,0.1,95.5,21.993966053292187,338.71
CA-2025-102499,2025-03-21,CS-1136,Corporate,East,Odisha,Office Supplies,Binders,306.77,2,0.0,17.96,5.854549010659452,288.81
CA-2025-102500,2025-10-31,CS-1196,Consumer,North,Haryana,Office Supplies,Fasteners,1284.13,3,0.0,290.08,22.589613201155643,994.0500000000002
CA-2025-102501,2025-09-24,CS-1133,Corporate,West,Rajasthan,Technology,Accessories,626.21,2,0.1,128.33,20.493125309401,497.88
CA-2025-102502,2024-02-24,CS-1473,Consumer,North,Punjab,Office Supplies,Paper,1663.8,9,0.0,310.77,18.678326721961774,1353.03
CA-2025-102503,2024-01-12,CS-1086,Home Office,West,Gujarat,Technology,Phones,2348.11,5,0.0,307.95,13.114802969196502,2040.16
CA-2025-102504,2025-10-18,CS-1476,Corporate,East,Bihar,Office Supplies,Fasteners,295.74,1,0.0,32.56,11.009670656657876,263.18
CA-2025-102505,2025-02-03,CS-1295,Corporate,West,Goa,Office Supplies,Art,3332.67,8,0.0,294.57,8.838858932927653,3038.1
CA-2025-102506,2025-10-09,CS-1279,Consumer,East,Jharkhand,Furniture,Furnishings,1201.5,3,0.0,142.16,11.831876820640867,1059.34
CA-2025-102507,2025-05-29,CS-1324,Home Office,South,Karnataka,Office Supplies,Art,265.1,9,0.1,59.82,22.565069784986797,205.28000000000003
CA-2025-102508,2025-10-17,CS-1180,Home Office,East,Jharkhand,Technology,Accessories,637.84,9,0.5,39.09,6.128496174589239,598.75
CA-2025-102509,2025-06-25,CS-1004,Corporate,West,Gujarat,Office Supplies,Paper,1448.31,6,0.0,282.76,19.523444566425695,1165.55
CA-2025-102510,2024-08-24,CS-1126,Consumer,South,Tamil Nadu,Furniture,Furnishings,1868.72,4,0.0,125.26,6.7029838606104715,1743.46
CA-2025-102511,2024-10-05,CS-1175,Corporate,South,Karnataka,Office Supplies,Binders,365.45,9,0.0,26.81,7.336160897523601,338.64
CA-2025-102512,2024-12-13,CS-1251,Consumer,East,Odisha,Furniture,Furnishings,908.69,9,0.0,81.73,8.994266471513937,826.96
CA-2025-102513,2025-09-18,CS-1021,Corporate,North,Haryana,Office Supplies,Fasteners,568.83,2,0.1,105.1,18.47652198372097,463.73
CA-2025-102514,2024-04-13,CS-1485,Consumer,West,Maharashtra,Office Supplies,Art,1978.94,6,0.0,435.92,22.027954359404532,1543.02
CA-2025-102515,2025-09-21,CS-1440,Corporate,South,Karnataka,Office Supplies,Paper,361.4,4,0.0,28.32,7.836192584394023,333.08
CA-2025-102516,2025-05-31,CS-1105,Corporate,North,UP,Technology,Phones,1424.0,3,0.0,137.81,9.677668539325843,1286.19
CA-2025-102517,2024-09-04,CS-1066,Consumer,East,Jharkhand,Office Supplies,Binders,579.9,6,0.0,102.6,17.69270563890326,477.29999999999995
CA-2025-102518,2024-12-29,CS-1443,Consumer,East,Bihar,Office Supplies,Paper,794.79,8,0.0,112.25,14.123227519218915,682.54
CA-2025-102519,2024-11-16,CS-1263,Home Office,East,Bihar,Office Supplies,Art,2892.77,9,0.0,511.14,17.669569305544513,2381.63
CA-2025-102520,2025-09-24,CS-1049,Consumer,East,Jharkhand,Technology,Accessories,1948.65,9,0.0,159.13,8.166166320273009,1789.52
CA-2025-102521,2024-10-12,CS-1016,Corporate,West,Goa,Technology,Accessories,36.39,2,0.2,5.16,14.179719703215168,31.23
CA-2025-102522,2024-05-28,CS-1145,Consumer,South,Telangana,Furniture,Tables,3688.39,8,0.0,-745.56,-20.21369757536486,4433.95
CA-2025-102523,2024-03-24,CS-1340,Consumer,West,Goa,Office Supplies,Binders,374.56,8,0.0,51.44,13.733447244767195,323.12
CA-2025-102524,2025-02-09,CS-1250,Consumer,South,Karnataka,Office Supplies,Paper,216.49,5,0.5,23.66,10.928911266109289,192.83
CA-2025-102525,2025-03-31,CS-1343,Corporate,North,Haryana,Furniture,Furnishings,1798.32,4,0.0,141.44,7.865118555095868,1656.8799999999999
CA-2025-102526,2026-01-12,CS-1354,Consumer,North,UP,Furniture,Chairs,1173.71,9,0.1,215.21,18.33587513099488,958.5
CA-2025-102527,2026-03-10,CS-1075,Home Office,South,Tamil Nadu,Furniture,Chairs,1642.65,4,0.0,301.93,18.380665388244605,1340.72
CA-2025-102528,2024-06-09,CS-1290,Corporate,East,Odisha,Technology,Accessories,374.6,4,0.0,38.54,10.288307528029899,336.06
CA-2025-102529,2026-02-22,CS-1417,Consumer,North,Haryana,Office Supplies,Paper,100.83,3,0.0,16.68,16.542695626301697,84.15
CA-2025-102530,2025-04-04,CS-1282,Corporate,West,Gujarat,Office Supplies,Paper,375.05,3,0.0,90.89,24.23410211971737,284.16
CA-2025-102531,2025-07-03,CS-1066,Consumer,South,Tamil Nadu,Office Supplies,Fasteners,560.38,3,0.5,88.22,15.742888754059745,472.15999999999997
CA-2025-102532,2025-05-14,CS-1125,Corporate,North,Delhi,Technology,Copiers,2108.43,7,0.1,237.83,11.27995712449548,1870.6
CA-2025-102533,2026-01-07,CS-1319,Consumer,South,Telangana,Office Supplies,Binders,811.02,5,0.0,90.6,11.171117851594287,720.42
CA-2025-102534,2025-05-23,CS-1087,Consumer,East,Odisha,Office Supplies,Paper,2306.92,9,0.2,498.87,21.624937145631403,1808.0500000000002
CA-2025-102535,2025-10-15,CS-1041,Corporate,South,Kerala,Furniture,Tables,604.51,2,0.1,-149.04,-24.654678996211807,753.55
CA-2025-102536,2025-04-25,CS-1470,Home Office,North,Haryana,Office Supplies,Fasteners,573.39,4,0.5,58.86,10.26526447967352,514.53
CA-2025-102537,2025-10-24,CS-1186,Consumer,South,Telangana,Office Supplies,Art,936.81,2,0.0,165.05,17.618300402429522,771.76
CA-2025-102538,2024-04-23,CS-1354,Home Office,North,Punjab,Office Supplies,Fasteners,3190.99,8,0.0,711.43,22.29496175168208,2479.56
CA-2025-102539,2026-01-18,CS-1380,Consumer,North,Punjab,Office Supplies,Paper,1475.38,4,0.1,288.43,19.549539779582208,1186.95
CA-2025-102540,2025-07-31,CS-1335,Home Office,North,Delhi,Office Supplies,Art,109.34,1,0.5,7.36,6.731296872141942,101.98
CA-2025-102541,2024-12-26,CS-1266,Corporate,West,Goa,Office Supplies,Art,931.8,3,0.1,110.26,11.833011375831724,821.54
CA-2025-102542,2024-12-06,CS-1271,Consumer,East,West Bengal,Office Supplies,Fasteners,698.89,7,0.0,148.54,21.253702299360413,550.35
CA-2025-102543,2026-02-08,CS-1042,Consumer,East,West Bengal,Furniture,Tables,465.05,3,0.0,62.16,13.366304698419523,402.89
CA-2025-102544,2026-01-30,CS-1093,Consumer,South,Kerala,Office Supplies,Binders,1280.93,5,0.0,319.88,24.97248093182297,961.0500000000001
CA-2025-102545,2025-03-24,CS-1185,Consumer,South,Tamil Nadu,Technology,Accessories,409.96,2,0.5,48.53,11.837740267343158,361.42999999999995
CA-2025-102546,2024-06-28,CS-1215,Consumer,North,Delhi,Technology,Phones,1120.62,8,0.2,259.42,23.1496849958059,861.1999999999998
CA-2025-102547,2025-12-02,CS-1017,Corporate,East,Bihar,Technology,Accessories,902.04,4,0.0,127.99,14.188949492261985,774.05
CA-2025-102548,2025-02-10,CS-1444,Home Office,South,Karnataka,Furniture,Chairs,479.1,1,0.0,113.64,23.71947401377583,365.46000000000004
CA-2025-102549,2025-10-27,CS-1265,Consumer,South,Kerala,Furniture,Furnishings,537.15,4,0.1,72.12,13.426417201898913,465.03
CA-2025-102550,2024-07-14,CS-1114,Corporate,East,West Bengal,Office Supplies,Binders,2502.82,8,0.0,359.63,14.368991777275234,2143.19
CA-2025-102551,2025-04-10,CS-1292,Corporate,North,Delhi,Furniture,Furnishings,480.06,9,0.1,75.93,15.816772903387077,404.13
CA-2025-102552,2024-11-06,CS-1457,Home Office,South,Telangana,Furniture,Tables,211.72,1,0.0,-23.7,-11.194029850746269,235.42
CA-2025-102553,2024-09-18,CS-1464,Corporate,North,UP,Office Supplies,Fasteners,824.37,6,0.2,55.08,6.68146584664653,769.29
CA-2025-102554,2025-02-22,CS-1292,Corporate,East,Bihar,Furniture,Furnishings,65.62,4,0.0,14.5,22.096921670222493,51.120000000000005
CA-2025-102555,2025-02-09,CS-1048,Consumer,East,Odisha,Furniture,Chairs,1899.22,8,0.2,195.68,10.303177093754279,1703.54
CA-2025-102556,2024-05-22,CS-1307,Consumer,South,Kerala,Technology,Copiers,155.16,1,0.1,27.22,17.543181232276357,127.94
CA-2025-102557,2024-12-07,CS-1097,Consumer,South,Karnataka,Furniture,Chairs,666.6,5,0.0,67.99,10.199519951995198,598.61
CA-2025-102558,2024-11-11,CS-1375,Consumer,East,Bihar,Furniture,Tables,402.64,1,0.1,48.48,12.040532485595072,354.15999999999997
CA-2025-102559,2024-04-10,CS-1095,Consumer,North,Haryana,Furniture,Tables,490.06,4,0.0,83.73,17.085662980043264,406.33
CA-2025-102560,2024-08-31,CS-1326,Corporate,North,UP,Technology,Accessories,417.38,2,0.0,49.14,11.773443864104653,368.24
CA-2025-102561,2025-05-04,CS-1074,Consumer,West,Rajasthan,Technology,Phones,4276.98,9,0.0,834.71,19.516340969562638,3442.2699999999995
CA-2025-102562,2024-01-12,CS-1336,Corporate,East,Jharkhand,Furniture,Tables,98.7,2,0.0,15.13,15.329280648429586,83.57000000000001
CA-2025-102563,2024-08-26,CS-1068,Consumer,South,Tamil Nadu,Furniture,Chairs,1879.33,4,,378.4,20.13483528704379,1500.9299999999998
CA-2025-102564,2025-07-14,CS-1246,Home Office,East,Jharkhand,Technology,Phones,603.62,3,0.0,56.01,9.279016599847585,547.61
CA-2025-102565,2024-02-11,CS-1406,Home Office,South,Kerala,Furniture,Furnishings,357.8,1,0.1,64.04,17.898267188373392,293.76
CA-2025-102566,2025-11-08,CS-1077,Consumer,North,Punjab,Technology,Accessories,184.39,1,0.0,20.77,11.264168338847009,163.61999999999998
CA-2025-102567,2025-08-16,CS-1208,Consumer,South,Tamil Nadu,Office Supplies,Art,341.79,2,0.2,41.23,12.062962637877057,300.56
CA-2025-102568,2025-03-04,CS-1372,Corporate,West,Maharashtra,Furniture,Chairs,1796.09,8,0.0,156.83,8.731745068454254,1639.26
CA-2025-102569,2024-06-06,CS-1254,Consumer,North,Haryana,Technology,Copiers,853.09,2,0.1,64.58,7.570127419146866,788.51
CA-2025-102570,2024-08-03,CS-1221,Consumer,West,Gujarat,Office Supplies,Fasteners,223.7,1,0.2,50.62,22.628520339740724,173.07999999999998
CA-2025-102571,2025-10-31,CS-1262,Consumer,East,Odisha,Furniture,Tables,697.62,6,0.0,166.91,23.925632866030217,530.71
CA-2025-102572,2025-04-06,CS-1410,Home Office,South,Telangana,Office Supplies,Paper,247.71,1,0.2,31.88,12.869888175689315,215.83
CA-2025-102573,2024-05-13,CS-1331,Home Office,North,Haryana,Technology,Copiers,4012.57,9,0.0,813.37,20.270549797262102,3199.2000000000003
CA-2025-102574,2024-03-07,CS-1344,Corporate,South,Karnataka,Furniture,Tables,621.25,6,0.1,-211.88,-34.10543259557344,833.13
CA-2025-102575,2024-01-07,CS-1477,Corporate,West,Maharashtra,Office Supplies,Fasteners,841.93,6,0.2,65.98,7.836756024847673,775.9499999999999
CA-2025-102576,2025-06-09,CS-1259,Home Office,North,UP,Furniture,Tables,145.01,1,0.5,34.49,23.784566581615064,110.51999999999998
CA-2025-102577,2024-03-13,CS-1308,Home Office,West,Maharashtra,Technology,Copiers,3456.29,7,0.0,731.5,21.164312022428675,2724.79
CA-2025-102578,2025-02-02,CS-1074,Home Office,North,Punjab,Office Supplies,Fasteners,714.08,3,0.0,148.47,20.791788034954063,565.61
CA-2025-102579,2025-02-08,CS-1125,Consumer,East,Odisha,Furniture,Chairs,296.33,1,0.0,69.61,23.490702932541424,226.71999999999997
CA-2025-102580,2025-11-05,CS-1188,Consumer,East,Bihar,Office Supplies,Fasteners,686.71,9,0.0,82.8,12.057491517525593,603.9100000000001
CA-2025-102581,2025-07-31,CS-1254,Corporate,South,Karnataka,Technology,Accessories,3051.97,8,0.0,693.83,22.73384076514514,2358.14
CA-2025-102582,2024-05-09,CS-1447,Corporate,West,Goa,Technology,Phones,470.95,4,0.0,117.55,24.960186856354177,353.4
CA-2025-102583,2025-04-10,CS-1321,Consumer,West,Goa,Office Supplies,Binders,409.64,3,0.2,39.44,9.627966018943463,370.2
CA-2025-102584,2024-07-24,CS-1308,Consumer,North,UP,Technology,Phones,715.37,2,0.0,53.14,7.428323804464823,662.23
CA-2025-102585,2026-02-26,CS-1235,Home Office,East,Jharkhand,Office Supplies,Fasteners,718.41,2,0.0,51.55,7.175568268815857,666.86
CA-2025-102586,2026-02-06,CS-1474,Home Office,South,Telangana,Furniture,Chairs,398.91,3,0.2,50.06,12.54919656062771,348.85
CA-2025-102587,2024-09-22,CS-1250,Consumer,East,West Bengal,Technology,Accessories,383.99,1,0.1,81.31,21.1750305997552,302.68
CA-2025-102588,2025-06-20,CS-1332,Home Office,West,Maharashtra,Office Supplies,Art,2795.84,7,0.0,559.63,20.01652455076113,2236.21
CA-2025-102589,2026-03-03,CS-1398,Corporate,South,Karnataka,Office Supplies,Art,561.12,2,0.1,50.2,8.946392928428857,510.92
CA-2025-102590,2024-09-09,CS-1345,Home Office,East,West Bengal,Technology,Copiers,526.83,6,0.1,82.68,15.69386709185126,444.15000000000003
CA-2025-102591,2024-10-15,CS-1072,Consumer,East,Jharkhand,Office Supplies,Paper,2720.35,6,0.0,332.72,12.230779127685777,2387.63
CA-2025-102592,2024-06-12,CS-1235,Consumer,North,UP,Furniture,Furnishings,1073.75,4,0.0,232.32,21.636321303841676,841.4300000000001
CA-2025-102593,2024-04-04,CS-1324,Consumer,North,Haryana,Technology,Copiers,388.88,4,0.5,81.99,21.083624768566136,306.89
CA-2025-102594,2026-02-20,CS-1156,Consumer,West,Rajasthan,Furniture,Tables,417.93,1,0.1,88.61,21.202115186753762,329.32
CA-2025-102595,2024-04-19,CS-1455,Corporate,East,Jharkhand,Office Supplies,Fasteners,2916.62,6,0.0,452.23,15.505276655855067,2464.39
CA-2025-102596,2024-12-01,CS-1394,Consumer,North,Punjab,Furniture,Chairs,2891.4,8,0.0,611.51,21.149270249706024,2279.8900000000003
CA-2025-102597,2024-08-25,CS-1115,Home Office,East,West Bengal,Furniture,Furnishings,1591.1,4,0.0,312.92,19.666897115203323,1278.1799999999998
CA-2025-102598,2025-01-15,CS-1313,Consumer,South,Telangana,Office Supplies,Binders,104.73,1,0.2,16.23,15.496992265826409,88.5
CA-2025-102599,2025-03-11,CS-1228,Consumer,East,Jharkhand,Office Supplies,Paper,547.24,4,0.0,111.94,20.455376069000803,435.3
CA-2025-102600,2025-04-27,CS-1322,Corporate,East,West Bengal,Office Supplies,Binders,577.82,2,0.0,72.44,12.536776158665328,505.38000000000005
CA-2025-102601,2024-01-25,CS-1346,Corporate,West,Maharashtra,Technology,Copiers,1967.08,4,0.0,405.14,20.596010330032332,1561.94
CA-2025-102602,2025-10-14,CS-1245,Consumer,South,Kerala,Office Supplies,Paper,1496.72,8,0.5,261.44,17.46752899673954,1235.28
CA-2025-102603,2024-04-26,CS-1306,Corporate,South,Tamil Nadu,Office Supplies,Paper,1013.95,3,0.1,225.48,22.237782928152274,788.47
CA-2025-102604,2025-04-26,CS-1014,Corporate,North,Punjab,Technology,Copiers,681.11,5,0.0,155.61,22.846529929086344,525.5
CA-2025-102605,2025-01-26,CS-1016,Corporate,South,Telangana,Technology,Accessories,345.11,2,0.2,44.09,12.775636753498883,301.02
CA-2025-102606,2025-06-20,CS-1438,Corporate,West,Goa,Office Supplies,Fasteners,1600.56,9,0.0,172.17,10.756860098965362,1428.3899999999999
CA-2025-102607,2024-03-19,CS-1427,Consumer,North,Haryana,Office Supplies,Paper,474.32,3,0.0,50.29,10.602546803845506,424.03
CA-2025-102608,2025-08-02,CS-1042,Corporate,East,Odisha,Office Supplies,Paper,368.24,1,0.0,42.43,11.522376710840755,325.81
CA-2025-102609,2024-06-21,CS-1465,Home Office,South,Telangana,Office Supplies,Fasteners,412.5,7,0.0,24.81,6.014545454545455,387.69
CA-2025-102610,2024-01-12,CS-1110,Consumer,East,Bihar,Office Supplies,Paper,455.33,5,0.0,107.57,23.624623899150066,347.76
CA-2025-102611,2026-03-10,CS-1278,Consumer,North,Punjab,Office Supplies,Fasteners,1908.22,9,0.0,142.73,7.4797455220048,1765.49
CA-2025-102612,2024-05-07,CS-1324,Home Office,South,Karnataka,Furniture,Furnishings,475.01,3,0.0,107.16,22.559525062630257,367.85
CA-2025-102613,2025-08-30,CS-1019,Consumer,North,Delhi,Technology,Accessories,452.65,1,0.0,66.77,14.750911300121505,385.88
CA-2025-102614,2024-04-01,CS-1066,Consumer,North,Punjab,Technology,Copiers,606.02,7,0.2,139.43,23.007491501930634,466.59
CA-2025-102615,2025-10-14,CS-1167,Home Office,South,Karnataka,Furniture,Chairs,1055.46,8,0.0,249.64,23.652246413885887,805.82
CA-2025-102616,2025-06-26,CS-1073,Consumer,South,Kerala,Furniture,Tables,194.52,2,0.0,-67.38,-34.63911165946946,261.9
CA-2025-102617,2025-06-15,CS-1403,Consumer,North,Delhi,Technology,Accessories,861.18,2,0.0,113.15,13.138948884089274,748.03
CA-2025-102618,2025-10-19,CS-1400,Home Office,West,Gujarat,Technology,Copiers,490.54,9,0.5,64.99,13.248664736820645,425.55
CA-2025-102619,2025-03-22,CS-1310,Home Office,South,Kerala,Technology,Copiers,365.04,4,0.5,88.81,24.32884067499452,276.23
CA-2025-102620,2025-01-24,CS-1409,Consumer,North,Haryana,Furniture,Chairs,168.98,1,0.5,19.83,11.735116581844004,149.14999999999998
CA-2025-102621,2025-11-02,CS-1112,Corporate,East,Odisha,Furniture,Furnishings,389.12,9,0.1,51.45,13.222142269736842,337.67
CA-2025-102622,2024-02-12,CS-1274,Home Office,East,Odisha,Technology,Copiers,3691.42,9,0.0,399.3,10.816975581212649,3292.12
CA-2025-102623,2024-09-10,CS-1407,Corporate,South,Karnataka,Furniture,Furnishings,2136.38,6,0.0,326.32,15.274436195807862,1810.0600000000002
CA-2025-102624,2024-05-09,CS-1373,Consumer,South,Kerala,Technology,Copiers,661.96,6,0.2,113.91,17.207988398090517,548.0500000000001
CA-2025-102625,2024-02-29,CS-1085,Consumer,East,Odisha,Furniture,Furnishings,1636.03,9,0.1,298.75,18.260667591670078,1337.28
